id,author,title,original_title,series,series_order,status,date_started,date_finished,date_unknown,rating,format,genre,location,publication_year,notes
138,Darlis Stefany,Los besos robados de Bridget ,Los besos robados de Bridget ,BG5,1.5,Leído,,,TRUE,4,ePub,Romance,No disponible,2014,
139,Darlis Stefany,El deseo prohibido de Doug,El deseo prohibido de Doug,BG5,2,Leído,,,TRUE,4,ePub,Romance,No disponible,2015,
140,Darlis Stefany,Cautivando a Ashton ,Cautivando a Ashton ,BG5,2.5,Leído,,,TRUE,4,ePub,Romance,No disponible,2015,
141,Darlis Stefany,Los miedos de Ethan,Los miedos de Ethan,BG5,3,Leído,,,TRUE,5,ePub,Romance,No disponible,2016,
142,Darlis Stefany,Conquistando a Jeremy,Conquistando a Jeremy,BG5,3.5,Leído,,,TRUE,4,ePub,Romance,No disponible,2016,
143,Darlis Stefany,Un rey para Emma,Un rey para Emma,BG5,3.6,Leído,,,TRUE,5,ePub,Romance,No disponible,2017,
144,Darlis Stefany,La D no es por dexter,La D no es por dexter,BG5,4,Leído,,,TRUE,4,ePub,Romance,No disponible,2017,
145,Darlis Stefany,Enloqueciendo a Kurt,Enloqueciendo a Kurt,BG5,4.5,Leído,,,TRUE,5,ePub,Romance,No disponible,2019,
922,Darlis Stefany,La inspiración de Andrew,La inspiración de Andrew,BG5,5,Pendiente,,,,0,,,,2019,
146,Darlis Stefany,Una novia para Max ,Una novia para Max ,BG5,5.5,Pendiente,,,,0,,,,2020,
151,Darlis Stefany,Contradicciones,Contradicciones,El negocio,1,Pendiente,,,,0,,,,2017,
152,Darlis Stefany,Negociaciones,Negociaciones,El negocio,2,Pendiente,,,,0,,,,2021,
923,Darlis Stefany,El negocio,El negocio,El negocio,3,Pendiente,,,,0,,,,2025,
147,Darlis Stefany,Término medio ,Término medio ,InfoNews,1,Leído,,,TRUE,4,ePub,Romance,No disponible,2016,
148,Darlis Stefany,Algo más que palabras,Algo más que palabras,InfoNews,2,Leído,,,TRUE,5,ePub,Romance,No disponible,2017,
150,Darlis Stefany,El secreto de su arte ,El secreto de su arte ,InfoNews,3,Leído,,,TRUE,4,ePub,Romance,No disponible,2018,
920,Darlis Stefany,Más allá de un deseo ,Más allá de un deseo ,InfoNews,4,Pendiente,,,,0,,,,2022,
153,Darlis Stefany,+18,+18,Inspírame ,1,Pendiente,,,,0,,,,2018,
154,Darlis Stefany,+21,+21,Inspírame,2,Pendiente,,,,0,,,,2022,
157,Darlis Stefany,Clover: ¿Eres el trébol de este irlandés?,Clover: ¿Eres el trébol de este irlandés?,Clover ,1,Pendiente,,,,0,,,,2021,
919,Darlis Stefany,Clover: Soy tu trébol,Clover: Soy tu trébol,Clover,2,Pendiente,,,,0,,,,2021,
944,Darlis Stefany,"Clover, Clover, Clover","Clover, Clover, Clover",Clover,3,Pendiente,,,,0,,,,2021,
149,Darlis Stefany,El motivo de su arte ,El motivo de su arte ,Enigmas,1,Pendiente,,,,0,,,,2020,
155,Darlis Stefany,El rostro de una mentira ,El rostro de una mentira ,,,Pendiente,,,,0,,,,2020,
156,Darlis Stefany,Censurado ,Censurado ,,,Pendiente,,,,0,,,,2014,
216,Dayna Quince,Desperate for a duke,Desperate for a duke,Desperate & daring,1,Pendiente,,,,0,ePub,,iPhone/Books,2015,
903,Deborah Hautzig,Segunda estrella a la derecha,Second star to the right,,,Leído,,,TRUE,5,Físico,Autoconocimiento,Físico/Varios,1981,
158,Diana Gabaldon,Forastera ,Outlander,Forastera,1,Leído,,,TRUE,5,Físico,Escocés histórico,Físico/Outlander,1991,
159,Diana Gabaldon,Atrapada en el tiemp,Dragonfly in amber,Forastera,2,Leído,,,TRUE,5,Físico,Escocés histórico,Físico/Outlander,1992,
160,Diana Gabaldon,Viajera,Voyager,Forastera,3,Leído,,,TRUE,5,Físico,Escocés histórico,Físico/Outlander,1993,
161,Diana Gabaldon,Tambores de otoño,Drums of autumn,Forastera,4,Leído,,,TRUE,4,Físico,Escocés histórico,Físico/Outlander,1996,
162,Diana Gabaldon,La cruz ardiente,The fiery cross,Forastera,5,Pendiente,October 2023,,,0,Físico,Escocés histórico,Físico/Outlander,2001,
163,Diana Gabaldon,Viento y ceniza ,A breath of snow and ashes,Forastera,6,Pendiente,,,,0,Físico,Escocés histórico,Físico/Outlander,2005,
164,Diana Gabaldon,Ecos del pasado,An echo in the bone ,Forastera,7,Pendiente,,,,0,ePub,Escocés histórico,iPhone/Books,2009,
165,Diana Gabaldon,Escrito con la sangre de mi corazón,Written with my own heart’s blood,Forastera,8,Pendiente,,,,0,ePub,Escocés histórico,iPhone/Books,2014,
166,Diana Gabaldon,Ve y dile a las abejas que me he ido,Go tell the bees that I am gone,Forastera,9,Pendiente,,,,0,ePub,Escocés histórico,iPhone/Books,2021,
924,Diana Gabaldon,A blessing for a warrior going out,A blessing for a warrior going out,Forastera,10,Pendiente,,,,0,,Escocés histórico,,2026,
171,Diana Gabaldon,Siete piedras para resistir o caer,Seven stone to stand or fall,Forastera short stories,1,Pendiente,,,,0,,Escocés histórico,,2017,
167,Diana Gabaldon,Lord John y un asunto privado,Lord John and the private matter,Lord John,1,Pendiente,,,,0,ePub,Escocés histórico,iPhone/Books,2003,
904,Diana Gabaldon,Lord John and the private matter,Lord John and the private matter,Lord John,1,Pendiente, ,,,0,Físico,Escocés histórico,Físico/Varios,2003,
168,Diana Gabaldon,Lord John y la hermandad de la espada,Lord John and the brotherhood of the blade,Lord John,2,Pendiente,,,,0,ePub,Escocés histórico,iPhone/Books,2007,
169,Diana Gabaldon,Lord John y el prisionero escocés,Lord John and the Scottish prisoner,Lord John,3,Pendiente,,,,0,ePub,Escocés histórico,iPhone/Books,2011,
170,Diana Gabaldon,Lord John y la mano del diablo,Lord John and the hand of devils,Lord John,4,Pendiente,,,,0,ePub,Escocés histórico,iPhone/Books,2007,
172,Diana Scott ,Tesoro oculto ,Tesoro oculto ,,,Pendiente,,,,0,ePub,,iPhone/Books,2017,
173,Diana Scott ,Después de ti,Después de ti,,,Pendiente,,,,0,ePub,,iPhone/Books,2017,
174,Diana Scott ,El converso ,El converso ,,,Pendiente,,,,0,ePub,,iPhone/Books,2019,
925,Diana Scott ,Culpable ,Culpable ,,,Pendiente,,,,0,ePub,,iPhone/Books,2018,
839,Diane Howards,Un mes para seducir a una dama,Un mes para seducir a una dama,Minstrel Valley,6,Pendiente,,,,0,,,,2019,
175,Donna Grant,El beso del demonio,Dangerous highlander,Highlander: La espada negra,1,Leído,,,TRUE,3,ePub,Escocés histórico,iPhone/Books,2009,
176,Donna Grant,El pergamino oculto ,Forbidden highlander,Highlander: La espada negra,2,Leído,,,TRUE,3,ePub,Escocés histórico,iPhone/Books,2010,
177,Donna Grant,El conjuro olvidado ,Wicked highlander,Highlander: La espada negra,3,Leído,,,TRUE,3,ePub,Escocés histórico,iPhone/Books,2010,
178,Donna Grant,El escudo protector,Untamed highlander,Highlander: La espada negra,4,Leído,,,TRUE,3,ePub,Escocés histórico,iPhone/Books,2011,
179,Donna Grant,El amuleto secreto,Shadow highlander,Highlander: La espada negra,5,Leído,,,TRUE,3,ePub,Escocés histórico,iPhone/Books,2011,
180,Donna Grant,Dark highlander,Dark highlander,Highlander: La espada negra,6,Pendiente,,,,0,,Escocés histórico,,2012,
181,E. L. James,Cincuenta sombras de Grey ,Fifty shades of Grey,Cincuenta sombras de Grey,1,Leído,October 2017,October 2017,FALSE,3,ePub,Romance,iPhone/Books,2011,
184,E. L. James,Grey,Grey,Cincuenta sombras de Grey,1.5,Leído,20 Oct 2017,23 Oct 2017,FALSE,4,ePub,Romance,iPhone/Books,2015,
182,E. L. James,Cincuenta sombras más oscuras,Fifty shades darker,Cincuenta sombras de Grey,2,Leído,October 2017,October 2017,FALSE,3,ePub,Romance,iPhone/Books,2011,
930,E. L. James,Darker,Darker,Cincuenta sombras de Grey,2.5,Pendiente,,,,0,,,,2017,
183,E. L. James,Cincuenta sombras liberadas,Fifty shades freed ,Cincuenta sombras de Grey,3,Leído,19 Oct 2017,20 Oct 2017,FALSE,3,ePub,Romance,iPhone/Books,2012,
931,E. L. James,Freed,Freed,Cincuenta sombras de Grey,3.5,Pendiente,,,,0,,,,2021,
185,Edgar Allan Poe ,El Rey Peste ,King pest the first,,,Pendiente,,,,0,ePub,,iPhone/Books,1835,
186,Edith Wharton ,La edad de la inocencia ,The age of innocence ,,,Pendiente,,,,0,ePub,,iPhone/Books,1920,
187,Eduardo Efrén ,Solamente tú ,Solamente tú ,,,Pendiente,,,,0,ePub,,iPhone/Books,2018,
948,Eleanor Rigby,El profesor de baile de la señorita Seymour,El profesor de baile de la señorita Seymour,Minstrel Valley,2,Pendiente,,,,0,,,,2019,
188,Eleanor Rigby,Amor y odio tienen cuatro letras ,Amor y odio tienen cuatro letras ,,,Pendiente,,,,0,,,,2021,
189,Elena Montagud,Trazos de placer,Trazos de placer,Trilogía del placer,1,Leído,,,TRUE,3,ePub,Romance,iPhone/Books,2015,
190,Elena Montagud,Palabras de placer,Palabras de placer,Trilogía del placer,2,Leído,,,TRUE,3,ePub,Romance,iPhone/Books,2014,
191,Elena Montagud,Secretos de placer,Secretos de placer,Trilogía del placer,3,Leído,,,TRUE,3,ePub,Romance,iPhone/Books,2015,
192,Elísabet Benavent,Fuimos canciones ,Fuimos canciones ,Canciones y recuerdos,1,Leído,,,TRUE,4,ePub,Romance,iPhone/Books,2018,
193,Elísabet Benavent,Seremos recuerdos ,Seremos recuerdos ,Canciones y recuerdos,2,Leído,,,TRUE,4,ePub,Romance,iPhone/Books,2018,
194,Elísabet Benavent,Martina con vistas al mar ,Martina con vistas al mar ,Horizonte Martina,1,Leído,,,TRUE,4,ePub,Romance,iPhone/Books,2016,
195,Elísabet Benavent,Martina en tierra firme,Martina en tierra firme,Horizonte Martina,2,Leído,,,TRUE,4,ePub,Romance,iPhone/Books,2016,
196,Elísabet Benavent,Alguien que no soy ,Alguien que no soy ,Mi elección,1,Leído,,,TRUE,4,ePub,Romance,iPhone/Books,2014,
197,Elísabet Benavent,Alguien como tú,Alguien como tú,Mi elección,2,Leído,,,TRUE,4,ePub,Romance,iPhone/Books,2015,
198,Elísabet Benavent,Alguien como yo ,Alguien como yo ,Mi elección,3,Leído,,,TRUE,4,ePub,Romance,iPhone/Books,2015,
199,Elísabet Benavent,"Tras las huellas de Alba, Hugo y Nico","Tras las huellas de Alba, Hugo y Nico",Mi elección,4,Leído,,,TRUE,4,ePub,Romance,No disponible,2016,
200,Elísabet Benavent,Persiguiendo a Silvia,Persiguiendo a Silvia,Silvia,1,Leído,,,TRUE,4,ePub,Romance,iPhone/Books,2014,
201,Elísabet Benavent,Encontrando a Silvia,Encontrando a Silvia,Silvia,2,Leído,,,TRUE,4,ePub,Romance,iPhone/Books,2014,
202,Elísabet Benavent,La magia de ser Sofía ,La magia de ser Sofía ,Sofía,3,Leído,,,TRUE,4,ePub,Romance,iPhone/Books,2017,
203,Elísabet Benavent,La magia de ser nosotros,La magia de ser nosotros,Sofía,4,Leído,,,TRUE,4,ePub,Romance,iPhone/Books,2017,
204,Elísabet Benavent,En los zapatos de Valeria,En los zapatos de Valeria,Valeria,1,Leído,October 2017,October 2017,FALSE,5,ePub,Romance,iPhone/Books,2013,
205,Elísabet Benavent,Valeria en el espejo,Valeria en el espejo,Valeria,2,Leído,October 2017,October 2017,FALSE,4,ePub,Romance,iPhone/Books,2013,
206,Elísabet Benavent,Valeria en blanco y negro,Valeria en blanco y negro,Valeria,3,Leído,October 2017,October 2017,FALSE,4,ePub,Romance,iPhone/Books,2013,
207,Elísabet Benavent,Valeria al desnudo,Valeria al desnudo,Valeria,4,Leído,October 2017,October 2017,FALSE,5,ePub,Romance,iPhone/Books,2013,
208,Elísabet Benavent,Un cuento perfecto ,Un cuento perfecto ,,,Pendiente,,,,0,Físico,Romance,Físico/Varios,2020,
209,Elísabet Benavent,Toda la verdad de tus mentiras ,Toda la verdad de tus mentiras ,,,Pendiente,,,,0,ePub,Romance,iPhone/Books,2019,
210,Elísabet Benavent,El arte de engañar al karma,El arte de engañar al karma,,,Pendiente,,,,0,ePub,Romance,iPhone/Books,2021,
211,Elísabet Benavent,Todas esas cosas que te diré mañana,Todas esas cosas que te diré mañana,,,Pendiente, ,,,0,ePub,Romance,iPhone/Books,2022,
212,Elísabet Benavent,Mi isla,Mi isla,,,Leído,,,TRUE,4,ePub,Romance,iPhone/Books,2022,
213,Elizabeth Edmonson ,Cuando el lago se hiela ,The frozen lake ,,,Pendiente,,,,0,ePub,,iPhone/Books,2011,
214,Elizabeth Lennox,La peligrosa amante del jeque,The sheik’s dangerous lover,,,Leído,,,TRUE,3,ePub,Romance,iPhone/Books,2013,
842,Elizabeth Urian,Conquistando a lord Wesley,Conquistando a lord Wesley,Minstrel Valley,9,Pendiente,,,,0,,,,2020,
215,Elizabette Remon,La traición de amor ,La traición de amor ,,,Pendiente,,,,0,ePub,,iPhone/Books,2016,
933,Elman Trevizo,Hacker,Hacker,,,Pendiente,,,,0,Físico,Ciencia ficción,Físico/Varios,2013,
217,Emily Brontë,Cumbres borrascosas ,Wuthering heights ,,,Pendiente,,,,0,Físico,,Físico/Varios,1847,
218,Emma Wildes,Lecciones de seducción,,,,Leído,,,TRUE,3,ePub,Romance,No disponible,2011,
219,Emmanuelle de Maupassant,Trueno vikingo,Trueno vikingo,Guerreros vikingos,1,Pendiente,,,,0,ePub,,iPhone/Books,2020,
238,Erica Ridley ,Kiss of a duke ,Kiss of a duke ,12 dukes for christmas ,0.5,Pendiente,,,,0,,,,2018,
237,Erica Ridley ,Once upon a duke ,Once upon a duke ,12 dukes for christmas ,1,Pendiente,,,,0,,,,2018,
239,Erica Ridley ,Wish upon a duke ,Wish upon a duke ,12 dukes for christmas ,2,Pendiente,,,,0,,,,2018,
240,Erica Ridley ,Never say duke ,Never say duke ,12 dukes for christmas ,3,Pendiente,,,,0,,,,2019,
241,Erica Ridley ,"Dukes, actually","Dukes, actually",12 dukes for christmas ,4,Pendiente,,,,0,,,,2019,
242,Erica Ridley ,The duke's bride,The duke's bride,12 dukes for christmas ,5,Pendiente,,,,0,,,,2019,
243,Erica Ridley ,The duke's embrace,The duke's embrace,12 dukes for christmas ,6,Pendiente,,,,0,,,,2019,
244,Erica Ridley ,The duke's desire,The duke's desire,12 dukes for christmas ,7,Pendiente,,,,0,,,,2017,
245,Erica Ridley ,Dawn with a duke ,Dawn with a duke ,12 dukes for christmas ,8,Pendiente,,,,0,,,,2020,
246,Erica Ridley ,One night with a duke ,One night with a duke ,12 dukes for christmas ,9,Pendiente,,,,0,,,,2020,
247,Erica Ridley ,Ten days with a duke ,Ten days with a duke ,12 dukes for christmas ,10,Pendiente,,,,0,,,,2020,
248,Erica Ridley ,Forever your duke ,Forever your duke ,12 dukes for christmas ,11,Pendiente,,,,0,,,,2020,
249,Erica Ridley ,Making merry,Making merry,12 dukes for christmas ,12,Pendiente,,,,0,,,,2020,
229,Erica Ridley ,Too wicked to kiss,Too wicked to kiss,Historias góticas de amor,1,Pendiente,,,,0,,,,2010,
230,Erica Ridley ,Too sinful to deny,Too sinful to deny,Historias góticas de amor,2,Pendiente,,,,0,,,,2011,
231,Erica Ridley ,Too tempting to resist,Too tempting to resist,Historias góticas de amor,3,Pendiente,,,,0,,,,2017,
232,Erica Ridley ,Too wanton to wed ,Too wanton to wed ,Historias góticas de amor,4,Pendiente,,,,0,,,,2014,
233,Erica Ridley ,Too brazen to bite,Too brazen to bite,Historias góticas de amor,5,Pendiente,,,,0,,,,2016,
221,Erica Ridley ,El capitán intocable ,The earl’s defiant wallflower,Los duques de Guerra,1,Leído,4 Sep 2017,7 Sep 2017,FALSE,3,ePub,Histórico Inglaterra,iPhone/Books,2014,
220,Erica Ridley ,El vizconde irresistible,The viscount’s tempting minx,Los duques de Guerra,2,Leído,2 Sep 2017,4 Sep 2017,FALSE,3,ePub,Histórico Inglaterra,iPhone/Books,2014,
222,Erica Ridley ,The captain’s bluestocking mistress,The captain’s bluestocking mistress,Los duques de Guerra,3,Pendiente,,,,0,,,,2015,
223,Erica Ridley ,The mayor’s faux fiancée,The mayor’s faux fiancée,Los duques de Guerra,4,Pendiente,,,,0,,,,2015,
224,Erica Ridley ,The brigadier’s runaway bride,The brigadier’s runaway bride,Los duques de Guerra,5,Pendiente,,,,0,,,,2015,
225,Erica Ridley ,The pirate’s tempting stowaway,The pirate’s tempting stowaway,Los duques de Guerra,6,Pendiente,,,,0,,,,2015,
226,Erica Ridley ,The duke’s accidental wife,The duke’s accidental wife,Los duques de Guerra,7,Pendiente,,,,0,,,,2016,
227,Erica Ridley ,All I want,All I want,Los duques de Guerra,8,Pendiente,,,,0,,,,2016,
228,Erica Ridley ,"A match, unmasked","A match, unmasked",Los duques de Guerra,9,Pendiente,,,,0,,,,2021,
234,Erica Ridley ,The governess gambit ,The governess gambit ,The wild winchesters,1,Pendiente,,,,0,,,,2021,
235,Erica Ridley ,The duke heist ,The duke heist ,The wild winchesters,2,Pendiente,,,,0,,,,2021,
236,Erica Ridley ,The rake mistake ,The rake mistake ,The wild winchesters,3,Pendiente,,,,0,,,,2022,
250,Erika Fiorucci,El vecino perfecto,El vecino perfecto,,,Leído,,,TRUE,3,ePub,Romance,iPhone/Books,2014,
251,Erika Fiorucci,Pregúntame mañana,Pregúntame mañana,,,Leído,,,TRUE,3,ePub,Romance,iPhone/Books,2016,
252,Erika Fiorucci,Conversaciones con un extraño,Conversaciones con un extraño,,,Leído,,,TRUE,3,ePub,Romance,iPhone/Books,2020,
934,Espasa ,National Gallery: Londres,National Gallery: Londres,Museos del mundo,1,Pendiente,,,,0,Físico,Cultura General/Otros ,Físico/Varios,2007,
253,Eva Muñoz ,Lascivia,Lascivia,,,Pendiente,,,,0,,,,2022,
254,Eve Marie Perry,A duke to remember,A duke to remember,,,Pendiente,,,,0,ePub,,iPhone/Books,2023,
260,Federico Moccia,Ese instante de felicidad,Quell’attimo di felicità ,Nicco & María,1,Pendiente,,,,0,ePub,,iPhone/Books,2013,
261,Federico Moccia,"Tú, simplemente tú","Tu, simplemente, tu",Nicco & María,2,Pendiente,,,,0,ePub,,iPhone/Books,2013,
255,Federico Moccia,Perdona si te llamo amor,Scusa ma ti chiamo amore,Niki & Alex,1,Leído,,,TRUE,4,ePub,Romance,iPhone/Books,2007,
256,Federico Moccia,Perdona si quiero casarme contigo,Scusa ma ti voglio sposare ,Niki & Alex,2,Leído,,,TRUE,4,ePub,Romance,iPhone/Books,2009,
257,Federico Moccia,A tres metros sobre el cielo ,Tre metri sopra il cielo,Tre metri sopra il cielo,1,Pendiente,,,,0,ePub,,iPhone/Books,1992,
258,Federico Moccia,Tengo ganas de ti ,Ho voglia di te,Tre metri sopra il cielo,2,Pendiente,,,,0,ePub,,iPhone/Books,2006,
932,Federico Moccia,Tres veces tú ,Tre volte te,Tre metri sopra il cielo,3,Pendiente,,,,0,,,,2017,
259,Federico Moccia,Babi y yo ,Babi e Io,Tre metri sopra il cielo,4,Pendiente,,,,0,ePub,,iPhone/Books,2017,
262,Federico Moccia,Esta noche dime que me quieres,,,,Pendiente,,,,0,ePub,,iPhone/Books,2011,
263,Federico Moccia,Carolina se enamora ,,,,Pendiente,,,,0,ePub,,iPhone/Books,2019,
899,Ferdinand Beyer ,Escuela preparatoria de piano ,Vorschule im Klavierspiel,,,Pendiente,,,,0,Físico,Música,Físico/Música,1918,
264,Fermín Deliz,El secuestrador de divorciadas ,El secuestrador de divorciadas ,,,Pendiente,,,,0,ePub,,iPhone/Books,2017,
265,Florence Scovel Shinn,El juego de la vida y como jugarlo,The game of life and how to play it,,,Leído,,,TRUE,4,ePub,Autoconocimiento,iPhone/Books,1925,
266,Frances Hodgson Burnett,Preciosa Polly Pemberton,Pretty Polly Pemberton,,,Leído,,,TRUE,3,ePub,Histórico Inglaterra,iPhone/Books,1878,
936,Francesca Paci,Un amor en Auschwirz,Un amore ad Auschwitz,,,Pendiente,,,,0,Físico,,Físico/Varios,2016,
935,Francisco Moncada García,Teoría de la música,Teoría de la música,,,Pendiente,,,,0,Físico,Música,Físico/Música,1966,
267,Gabrielle Zevin ,En otro lugar ,Elsewhere,,,Pendiente,,,,0,ePub,,iPhone/Books,2006,
902,George Dandelot ,"Manual práctico para el estudio de las claves de Sol, Fa y Do",Manuel pratique pour l’étude des clés,,,Leído,,,TRUE,5,Físico,Música,Físico/Varios,2001,
268,Georgette Heyer,La indomable Sophia ,The Grand Sophie ,,,Pendiente,,,,0,ePub,,iPhone/Books,1950,
950,Geronimo Baqueiro Foster,Curso completo de solfeo ,Curso completo de solfeo ,,,Pendiente,,,,0,Físico,Música,Físico/Música,1970,
269,Gilad Soffer,Español - Gaélico escocés,Español - Gaélico escocés,,,Pendiente,,,,0,,,,2016,
270,Gillian Flynn,Perdida,Gone girl ,,,Pendiente,, ,,0,ePub,Suspenso,iPhone/Books, 2012,
271,Herman Melville,Moby Dick ,Moby Dick ,,,Pendiente,,,,0,ePub,,iPhone/Books,1851,
272,Homero ,La iliada,"Ἰλιάς: Iliás

",,,Pendiente,,,,0,ePub,,iPhone/Books,850,
273,Homero ,La odisea ,"Ὀδύσσεια, Odýsseia",,,Pendiente,,,,0,ePub,,iPhone/Books,850,
937,Honoré de Balzac,Eugénie Grandet,Eugénie Grandet,,,Pendiente,,,,0,Físico,,Físico/Varios,1999,
274,Isabel Keats,Me vuelves loco,Me vuelves loco,,,Leído,,,TRUE,5,ePub,,iPhone/Books,2017,
275,Isabel Keats,"Te odio, pero besame","Te odio, pero besame",,,Leído,,,TRUE,4,ePub,,iPhone/Books,2016,
276,Isabel Keats,"Te quiero, baby","Te quiero, baby",,,Leído,,,TRUE,3,ePub,,iPhone/Books,2020,
277,Isabel Keats,Cuéntaselo a otra,Cuéntaselo a otra,,,Leído,,,TRUE,3,ePub,,iPhone/Books,2017,
278,J. B. McCgee,Magnolia Grove,Magnolia Grove,,,Pendiente,,,,0,ePub,,iPhone/Books,2017,
279,J. Kenner,Secreto inconfesable,Dirtiest secret ,Pecado,1,Leído,,,TRUE,3,ePub,Romance,iPhone/Books,2022,
280,J. Kenner,Ardiente deseo,Hottest mess,Pecado,2,Leído,,,TRUE,3,ePub,Romance,iPhone/Books,2022,
281,J. Kenner,Delicioso tabú,Sweetest taboo,Pecado,3,Leído,,,TRUE,3,ePub,Romance,iPhone/Books,2023,
282,J. Kenner,Desátame,Release me,Stark,1,Leído,,,TRUE,3,ePub,Romance,iPhone/Books,2013,
283,J. S. Monroe,Búscame ,Find me ,,,Pendiente,,,,0,ePub,,iPhone/Books,2017,
949,Jack London,Relato de los mares del sur ,The Chinago,,,Pendiente,,,,0,Físico,,Físico/Varios,2000,
284,Jamie McGuire,Maravilloso desastre,Beautiful disaster,Maravilloso desastre ,1,Pendiente,,,,0,ePub,,iPhone/Books,2014,
286,Jane Austen,Sensatez y sentimientos,Sense and sensibility,,,Leído,1 May 2024,12 May 2024,FALSE,5,ePub,Histórico Inglaterra,iPhone/Books,1811,Soy Elinor 
285,Jane Austen,Orgullo y prejuicio,Pride and prejudice ,,,Leído,,,TRUE,5,Físico,Histórico Inglaterra,Físico/Varios,1813,Fav 
287,Jane Austen,Mansfield Park,Mansfield Park,,,Pendiente,,,,0,ePub,,iPhone/Books,1814,
288,Jane Austen,Emma,Emma,,,Pendiente,,,,0,ePub,,iPhone/Books,1816,
289,Jane Austen,La abadía de Northanger,Northanger Abby,,,Pendiente,,,,0,ePub,,iPhone/Books,1818,
290,Jane Austen,Persuasión,Persuasion,,,Pendiente,,,,0,ePub,,iPhone/Books,1818,
291,Jane Austen,Lady Susan ,Lady Susan,,,Pendiente,,,,0,ePub,,iPhone/Books,1871,
905,Jane Austen,Pride and prejudice (special edition) ,Pride and prejudice ,,,Pendiente,,,,0,Físico,,Físico/Varios,1813,
292,Jane Porter,Padre por contrato,His merciless marriage,,,Leído,,,TRUE,3,ePub,Romance,iPhone/Books,2018,
293,Janica Cade,Cómo besa,Cómo besa,,,Leído,,,TRUE,3,ePub,Romance,iPhone/Books,2016,
294,Janice Maynard,Y llegaste tú…,Y llegaste tú…,,,Leído,,,TRUE,3,ePub,Romance,iPhone/Books,2019,
929,Janice Maynard,A very tempting texan,A very tempting texan,Cattleman’s club,1,Pendiente,,,,0,,,,2013,
831,Janice Maynard,En brazos del ranchero,Beneath the Stetson,Cattleman’s club,8,Leído,,,TRUE,4,ePub,Romance,iPhone/Books,2014,
295,Jen Minkman,Entre dos mundos ,Entre dos mundos ,,,Pendiente,,,,0,ePub,,iPhone/Books,2014,
296,Jen Minkman,La sombra del tiempo ,La sombra del tiempo ,Sueños oscuros,1,Pendiente,,,,0,ePub,,iPhone/Books,2012,
297,Jennae Vale,Su highlander favorito,Her noble highlander,Los Mackall de Dunnet Head,1,Leído,June 2022,June 2022,FALSE,4,ePub,Romance,iPhone/Books,2021,
298,Jennifer Probst,Matrimonio por contrato,The marriage bargain,Casarse con un millonario,1,Leído,,,TRUE,3,ePub,Romance,iPhone/Books,2010,
299,Jennifer Probst,La trampa del matrimonio,The marriage trap,Casarse con un millonario,2,Leído,,,TRUE,3,ePub,Romance,iPhone/Books,2012,
300,Jennifer Probst,Matrimonio por error,The marriage mistake,Casarse con un millonario,3,Leído,,,TRUE,3,ePub,Romance,iPhone/Books,2012,
301,Jennifer Probst,Pacto de matrimonio,The marriage merger,Casarse con un millonario,4,Leído,,,TRUE,3,ePub,Romance,iPhone/Books,2013,
302,Jennifer Probst,Buscándote a ti,Searching for you,En busca de…,1,Leído,,,TRUE,3,ePub,Romance,iPhone/Books,2013,
303,Jennifer Probst,Buscando al amor perfecto,Searching for perfect,En busca de…,2,Leído,,,TRUE,3,ePub,Romance,iPhone/Books,2014,
304,Jessica Lozano,No he acabado contigo,No he acabado contigo,,,Leído,,,TRUE,3,ePub,Romance,iPhone/Books,2014,
305,Joanna Wayne,Al caer la noche,Al caer la noche,,,Leído,,,TRUE,3,ePub,Romance,iPhone/Books,2018,
943,Johan Sebastian Bach,Anna Magdalena Bach,Anna Magdalene Bach ,,,Leído,,,TRUE,5,Físico,Música,Físico/Música,1725,
328,Johanna Lindsey,Un corazón por conquistar ,One heart to win ,Callahan-Warren,1,Leído,,,TRUE,4,ePub,Romance,iPhone/Books,2013,
329,Johanna Lindsey,Corazón fugitivo,Wildfire in his arms,Callahan-Warren,2,Leído,6 Sep 2022,7 Sep 2022,FALSE,4,ePub,Romance,iPhone/Books,2015,
331,Johanna Lindsey,Te amaré hasta el amanecer,Marry me by sundown,Callahan-Warren,3,Leído,,,TRUE,4,ePub,Romance,iPhone/Books,2018,
347,Johanna Lindsey,Había una vez una princesa,Once a princess,Cardinia,1,Pendiente,,,,0,,,,1991,
348,Johanna Lindsey,Tú me perteneces,You belong to me ,Cardinia,2,Pendiente,,,,0,,,,1994,
318,Johanna Lindsey,El heredero,The heir,Familia Reid,1,Leído,,,TRUE,4,ePub,Romance,iPhone/Books,2000,
319,Johanna Lindsey,Jaque al corazón,The devil who tamed her ,Familia Reid,2,Leído,,,TRUE,4,ePub,Romance,iPhone/Books,2007,
320,Johanna Lindsey,Una dama inocente,A rogue of my own,Familia Reid,3,Leído,,,TRUE,4,Físico,Romance,Físico/Varios,2009,
321,Johanna Lindsey,Deja que el amor te encuentre,Let love find you ,Familia Reid,4,Leído,,,TRUE,4,ePub,Romance,iPhone/Books,2012,
332,Johanna Lindsey,Fuegos de invierno,Fires of winter,Haardrad,1,Pendiente,,,,0,,,,1980,
333,Johanna Lindsey,Corazones en llamas,Hearts aflame,Haardrad,2,Pendiente,,,,0,,,,1987,
334,Johanna Lindsey,Ríndete amor mío,Surrender my love,Haardrad,3,Pendiente,,,,0,,,,1994,
